Node,Centrality,Latitude,Longitude
RIDER AVENUE,0.0003687315634218,40.8133438,-73.9267219
A J GRIFFIN PLACE,0.0003687315634218,40.8184391,-73.9263193
CAULDWELL AVENUE,0.0007374631268436,40.8207526,-73.9079267
TRINITY AVENUE,0.0003687315634218,40.8244125,-73.9052978
EAGLE AVENUE,0.0007374631268436,40.822181,-73.908418
THROOP AVENUE,0.0011061946902654,40.8722356,-73.8507951
BOUCK AVENUE,0.0003687315634218,40.8723012,-73.8499846
AVENUE ST JOHN,0.0007374631268436,40.8122748,-73.9011392
JENNINGS STREET,0.0007374631268436,40.8322889,-73.8903541
EAST 170 STREET,0.0007374631268436,43.0541275,-74.8529953
RIVERDALE AVENUE,0.0003687315634218,40.9122215,-73.9026588
HENRY HUDSON PARKWAY,0.0011061946902654,40.8788406,-73.9205633
W 10th ST,0.0007374631268436,40.7342448,-74.0030259
W 11th ST,0.0007374631268436,40.7353375,-73.9981465
HOME STREET,0.0007374631268436,40.828394,-73.8938433
ST OUEN STREET,0.0007374631268436,40.903789,-73.846071
PENFIELD STREET,0.0007374631268436,40.904556,-73.8478256
TINTON AVENUE,0.0003687315634218,40.824666,-73.902331
UNION AVENUE,0.0003687315634218,40.6273971,-74.1578853
CARPENTER AVENUE,0.0007374631268436,40.8942151,-73.8603174
MATILDA AVENUE,0.0003687315634218,40.900851,-73.854878
BULLARD AVENUE,0.0007374631268436,40.903762,-73.8554837
BRONX BOULEVARD,0.0007374631268436,40.8936722,-73.8618556
MONTICELLO AVENUE,0.0003687315634218,40.9023338,-73.8426774
EAST 150 STREET,0.0003687315634218,40.7572301,-73.97074270728497
AVERY AVENUE,0.0003687315634218,40.7523711,-73.8322555
FOWLER AVENUE,0.0003687315634218,40.7517996,-73.8331024
PEARSALL AVENUE,0.0014749262536873,40.863994,-73.851992
ADEE AVENUE,0.0007374631268436,40.869497,-73.85565
BURKE AVENUE,0.0003687315634218,40.8714348,-73.8671748
BEEKMAN AVENUE,0.0003687315634218,40.808723,-73.913884
BARTOW AVENUE,0.0011061946902654,40.8695629,-73.8261156
BRONX RIVER PARKWAY,0.0014749262536873,40.886288,-73.8666231002121
STATION ROAD,0.0003687315634218,40.7615719,-73.8028358
42 AVENUE,0.0007374631268436,40.7492628,-73.9706717
CORPORAL KENNEDY STREET,0.0007374631268436,40.7592204,-73.7738051
210 STREET,0.0003687315634218,40.6920145,-73.9910408
219 STREET,0.0003687315634218,40.7803531,-73.9513584
EAST 101 STREET,0.0003687315634218,43.1272336,-77.6172033
EAST 102 STREET,0.0011061946902654,40.78866,-73.9457907
ALLISON AVENUE,0.0003687315634218,40.5675611,-74.1157632
PRINCETON AVENUE,0.0007374631268436,40.568995,-74.119933
SENECA LOOP,0.0007374631268436,40.6052288,-74.1464988
COLLFIELD AVENUE,0.0007374631268436,40.6166363,-74.1432599
WOODROW RD,0.0003687315634218,40.5416687,-74.2091594
STAFFORD AVE,0.0003687315634218,40.5391848,-74.2090074
EDINBORO ROAD,0.0003687315634218,40.575951,-74.146732
FOREST HILL ROAD,0.0007374631268436,40.5889176,-74.1457983
DALTON  AVENUE,0.0003687315634218,40.572411,-74.1270361
EBONY STREET,0.0003687315634218,40.574153,-74.125688
BUTTERWORTH AVENUE,0.0003687315634218,40.604665,-74.105784
COVERLY AVENUE,0.0003687315634218,40.6042755,-74.1027965
CAYUGA AVENUE,0.0003687315634218,40.6112619,-74.1006288
RENWICK AVENUE,0.0011061946902654,40.61205,-74.10611
HOWARD AVENUE,0.0003687315634218,40.6867268,-73.920755
LITTLE CLOVE ROAD,0.0011061946902654,40.6110563,-74.0994904
FINGERBOARD ROAD,0.0007374631268436,40.602132,-74.070593
RODERICK AVENUE,0.0003687315634218,40.6018824,-74.0736616
19th AVE,0.0007374631268436,40.6059401,-74.0004644
20th AVE,0.0003687315634218,40.61741,-73.985026
7 AVENUE,0.0003687315634218,40.7367035,-74.0010309
14 AVENUE,0.0003687315634218,40.57062935,-74.14571000000001
68 STREET,0.0011061946902654,40.7678782,-73.9641187
SENATOR STREET,0.0003687315634218,40.6375525,-74.0255652
BAY 22nd ST,0.0003687315634218,40.600967,-74.0044113
BAY 23rd ST,0.0003687315634218,40.6005409,-74.0036921
BAY 20th ST,0.0003687315634218,40.603079,-74.004635
BAY 46th ST,0.0003687315634218,40.5878163,-73.9896837
27th AVE,0.0007374631268436,40.7799057,-73.7700981
W 12th ST,0.0007374631268436,40.573377,-73.979688
11TH AVE,0.0003687315634218,40.7444306,-74.0084954
12TH AVE,0.0003687315634218,40.7696298,-73.9949119
67 STREET,0.0007374631268436,40.7285606,-73.959184
10 AVENUE,0.0003687315634218,40.5464989,-74.21231865
73 STREET,0.0011061946902654,40.7226623,-73.997533
18 AVENUE,0.0003687315634218,40.620671,-73.990414
72nd ST,0.0003687315634218,40.7790162,-73.9818557
73rd ST,0.0003687315634218,40.726254,-73.888845
29 STREET,0.0014749262536873,40.7439234,-73.9835616
28 STREET,0.0007374631268436,40.747217,-73.9933621
24 STREET,0.0003687315634218,40.7402176,-73.9843832
36 STREET,0.0011061946902654,40.655144,-74.003549
13 AVENUE,0.0011061946902654,40.54682875,-74.2106047
New Utrecht Avenue,0.0003687315634218,40.624842,-73.996353
CHESTER AVENUE,0.0007374631268436,40.519516,-74.1876107
KANE STREET,0.0011061946902654,40.6872109,-73.9997482
SACKETT STREET,0.0007374631268436,40.6814334,-73.9912964
UNION STREET,0.0003687315634218,40.677316,-73.98311
SMITH STREET,0.0003687315634218,40.6722722,-73.9991883
HOYT STREET,0.0007374631268436,40.6905128,-73.9849862
E 16th ST,0.0007374631268436,40.5873782,-73.9532845
E 17th ST,0.0003687315634218,40.5876317,-73.9523528
BALTIC STREET,0.0007374631268436,40.6880149,-73.9998528
BUTLER STREET,0.0007374631268436,40.766602,-73.8661287
PACIFIC STREET,0.0007374631268436,40.6895624,-73.9946067
3 AVENUE,0.0003687315634218,40.54678755,-74.21027354156705
4 AVENUE,0.0014749262536873,40.60709435,-74.1490699
BEAVER STREET,0.0003687315634218,40.7052229,-74.0096597
MORRIS STREET,0.0003687315634218,40.706181,-74.0141288
RECTOR PL,0.0003687315634218,40.7091283,-74.0171338
BROADWAY,0.0055309734513274,40.8020029,-73.9679456
LIBERTY PLACE,0.0007374631268436,40.7092514,-74.0091632
DUTCH STREET,0.0003687315634218,40.7096096,-74.0073061
NASSAU STREET,0.0003687315634218,40.7075149,-74.0103865
DUANE STREET,0.0007374631268436,40.7169879,-74.0092276
READE STREET,0.0003687315634218,40.716355,-74.0095516
THOMAS STREET,0.0003687315634218,40.568922,-74.138905
CENTRE STREET,0.0003687315634218,40.7168709,-74.0008547
CATHERINE STREET,0.0003687315634218,40.7138926,-73.9974136
ST JAMES PLACE,0.0003687315634218,40.7111112,-74.0003778
MONROE STREET,0.0003687315634218,40.7116892,-73.9933337
CATHERINE SLIP,0.0007374631268436,40.709679,-73.9960512
CHERRY STREET,0.0003687315634218,40.7123927,-73.9781019
SOUTH STREET,0.0003687315634218,40.701572,-74.0122032
JONES WALK,0.0007374631268436,40.5750816,-73.9788423
SHEEPSHEAD BAY RD,0.0003687315634218,40.5870625,-73.9528309
AVE S,0.0007374631268436,40.601794,-73.972565
AVE T,0.0003687315634218,40.6229149,-73.906557
E 15th ST,0.0007374631268436,40.5900893,-73.9547512
FOSTER AVENUE,0.0007374631268436,40.6311231,-73.9692209
NEWKIRK AVENUE,0.0003687315634218,40.6399641,-73.9483922
CONEY ISLAND AVE,0.0003687315634218,40.6299377,-73.9661411
E 12th ST,0.0007374631268436,40.591064,-73.958862
EAST 12 STREET,0.0011061946902654,40.7300802,-73.9836809
EAST 13 STREET,0.0007374631268436,40.7264159,-73.9730207
ELM AVE,0.0003687315634218,40.6178971,-73.959474
AVE R,0.0007374631268436,40.6058143,-73.9576506
QUENTIN RD,0.0007374631268436,40.6058387,-73.9801521
AVE P,0.0003687315634218,40.608944,-73.973022
EUCLID AVENUE,0.0003687315634218,40.6754182,-73.871912
CATON AVE,0.0011061946902654,40.6476725,-73.9739445
CHURCH AVE,0.0003687315634218,40.6507967,-73.9495439
85th ST,0.0003687315634218,40.6548821,-73.8465129
86th ST,0.0003687315634218,40.7794939,-73.9555295
E 13th ST,0.0007374631268436,40.5848552,-73.9556474
EAST 14 STREET,0.0007374631268436,40.7280858,-73.9748119
EAST 11 STREET,0.0003687315634218,40.7250415,-73.9736763
E 14th ST,0.0003687315634218,40.7359554,-73.9935091
E 18th ST,0.0003687315634218,40.7378413,-73.9902254
ST PAUL'S PL,0.0003687315634218,40.8362206,-73.902561
CROOKE AVE,0.0003687315634218,40.6531209,-73.9617033
CLARKSON AVE,0.0007374631268436,40.655829,-73.943354
BEDFORD AVENUE,0.0003687315634218,40.7174046,-73.9570004
EAST 24 STREET,0.0003687315634218,40.7402176,-73.9843832
LENOX RD,0.0007374631268436,40.656552,-73.922828
LINDEN BLVD,0.0003687315634218,40.6572149,-73.8994765
EAST 28 STREET,0.0007374631268436,40.7439638,-73.9856015
EAST 29 STREET,0.0003687315634218,40.7446732,-73.9853439
E 37th ST,0.0007374631268436,40.6228165,-73.9393565
BROOKLYN AVE,0.0007374631268436,40.6610924,-73.945482
43rd ST,0.0003687315634218,40.6545299,-74.0153566
48th ST,0.0003687315634218,40.63746,-73.9946401
DOUGLASS STREET,0.0011061946902654,40.6843767,-73.9947642
ST JOHN'S PLACE,0.0007374631268436,40.729934,-73.9900686
STERLING PLACE,0.0003687315634218,40.6739822,-73.9603124
ROCKWELL PLACE,0.0003687315634218,40.6882493,-73.9792893
LAFAYETTE AVENUE,0.0003687315634218,40.6863074,-73.9744304
2 STREET,0.0003687315634218,40.5472181,-74.2123175080298
3 STREET,0.0007374631268436,40.57364435,-74.00012135
CARROLL STREET,0.0003687315634218,40.680303,-73.995048
GARFIELD PLACE,0.0003687315634218,40.6725042,-73.9774407
LINCOLN PLACE,0.0007374631268436,40.6045206,-74.0668813
PUTNAM AVE,0.0003687315634218,40.6835995,-73.9538544
PROSPECT PL,0.0003687315634218,40.6741259,-73.9466765
ST MARK'S AVE,0.0003687315634218,40.6789248,-73.96901787371328
JEFFERSON AVE,0.0003687315634218,40.5835955,-74.1033494
METROPOLITAN AVE,0.0003687315634218,40.7130242,-73.9514225
NORTH 1st ST,0.0003687315634218,40.7172921,-73.9658264
UNION AVE,0.0007374631268436,40.6273971,-74.1578853
LORIMER ST,0.0011061946902654,40.7038293,-73.9473618
LEONARD  ST,0.0003687315634218,40.7183249,-74.0071866
CHARLTON STREET,0.0014749262536873,40.726941,-74.003278
VANDAM STREET,0.0011061946902654,40.7262656,-74.0038926
GANSEVOORT STREET,0.0011061946902654,40.7394162,-74.0043108
HORATIO STREET,0.0011061946902654,40.7387639,-74.005613
WALKER STREET,0.0003687315634218,40.6310789,-74.1465042
WHITE STREET,0.0003687315634218,40.7179916,-74.002951
CORTLANDT ALLEY,0.0007374631268436,40.7182725,-74.0018618
SPRING STREET,0.0014749262536873,40.7223025,-73.9971855
PRINCE STREET,0.0011061946902654,40.724329,-73.997702
WEST 4 STREET,0.0003687315634218,40.7424139,-74.0025156
CROSBY STREET,0.0007374631268436,40.7254325,-73.9956528
WEST 12 STREET,0.0014749262536873,40.7376112,-74.0015555
WEST 13 STREET,0.0007374631268436,40.7391716,-74.0032986
WEST 11 STREET,0.0014749262536873,40.7353375,-73.9981465
LAFAYETTE ST,0.0003687315634218,40.7209991,-73.9982499
EAST HOUSTON STREET,0.0003687315634218,40.721278,-73.9829678
2 AVENUE,0.0003687315634218,40.7330958,-73.9843953
DELANCEY STREET,0.0018436578171091,40.7185906,-73.9880462
EAST 9 STREET,0.0003687315634218,40.7300817,-73.9893442
EAST 10 STREET,0.0003687315634218,40.7243995,-73.974411
EAST 26 STREET,0.0011061946902654,40.7397346,-73.9793852
RIVINGTON STREET,0.0003687315634218,40.7202889,-73.9890535
EAST 27 STREET,0.0007374631268436,40.741291,-73.9811749
STANTON STREET,0.0007374631268436,40.7214217,-73.9883806
WEST 27 STREET,0.0007374631268436,40.7466697,-73.9939337
WEST 28 STREET,0.0007374631268436,40.7447286,-73.9874189
WEST 25 STREET,0.0011061946902654,40.7429982,-73.9890598
WEST 26 STREET,0.0007374631268436,40.7437551,-73.9889136
WEST 43 STREET,0.0003687315634218,40.7591642,-73.9922848
WEST 44 STREET,0.0003687315634218,40.7597874,-73.991824
WEST 45 STREET,0.0003687315634218,40.7615025,-73.9939522
WEST 46 STREET,0.0011061946902654,40.763084,-73.9957408
5 AVENUE,0.0011061946902654,40.5467724,-74.21034999165167
WEST 61 STREET,0.0011061946902654,40.7713667,-73.9859786
WEST 62 STREET,0.0003687315634218,40.7741833,-73.9907183
COLUMBUS CIRCLE,0.0011061946902654,40.7681866,-73.9814223
WEST 73 STREET,0.0003687315634218,40.7793445,-73.9812665
WEST 74 STREET,0.0007374631268436,40.7802483,-73.9814211
CLAY ST,0.0003687315634218,40.73696,-73.9513945
BOX ST,0.0003687315634218,40.7371676,-73.9567203
COMMERCIAL ST,0.0003687315634218,40.7372374,-73.9567764
NORTH 12th ST,0.0003687315634218,40.7232118,-73.9589598
N. HENRY ST,0.0003687315634218,40.7190954,-73.9424841
PROVOST ST,0.0003687315634218,40.733516,-73.9496921
EAST 46 STREET,0.0011061946902654,40.7559876,-73.9789038
EAST 47 STREET,0.0003687315634218,40.7553889,-73.9755445
WEST 59 STREET,0.0003687315634218,40.7704684,-73.9877473
WEST 60 STREET,0.0007374631268436,40.7723041,-73.9901427
EAST 59 STREET,0.0007374631268436,40.7586214,-73.9595971
EAST 60 STREET,0.0007374631268436,40.7648615,-73.972435
EAST 61 STREET,0.0011061946902654,40.7614854,-73.9625278
EAST 73 STREET,0.0003687315634218,40.766698,-73.9511901
EAST 74 STREET,0.0007374631268436,40.7681172,-73.9526585
EAST 75 STREET,0.0003687315634218,40.7736883,-73.9638995
WEST 75 STREET,0.0003687315634218,40.7817655,-73.9830559
WEST 97 STREET,0.0003687315634218,40.7957505,-73.9722731
WEST 98 STREET,0.0003687315634218,40.7960465,-73.971038
WEST 99 ST,0.0011061946902654,40.7971386,-73.9716719
EAST 99 ST,0.0007374631268436,40.7888815,-73.9520285
EAST 100 ST,0.0003687315634218,40.7883932,-73.9489766
EAST 97 ST,0.0003687315634218,40.7852713,-73.9473373
WEST 119 ST,0.0007374631268436,40.8069246,-73.9553148
WEST 119 STREET,0.0003687315634218,40.8069246,-73.9553148
WEST 120 STREET,0.0003687315634218,40.8113373,-73.9639549
8 AVENUE,0.0003687315634218,40.7683107,-73.9644059567109
EDGECOMBE AVENUE,0.0003687315634218,40.8302773,-73.9402064
WEST 147 ST,0.0007374631268436,40.7376246,-73.6407922
WEST 148 ST,0.0014749262536873,43.0009876,-74.3752848
EAST 48 STREET,0.0007374631268436,40.7545135,-73.9715411
EAST 45 STREET,0.0003687315634218,40.739963,-73.9873000241046
SCHENECTADY AVENUE,0.0007374631268436,40.674302,-73.933383
EAST 56 STREET,0.0003687315634218,40.7596014,-73.9680635
PEARSON STREET,0.0003687315634218,40.7450754,-73.9441543
EAST 71 STREET,0.0003687315634218,40.7697052,-73.9625959
EAST 72 STREET,0.0003687315634218,40.7724158,-73.9669424
BROOKLYN AVENUE,0.0003687315634218,40.6313796,-73.9416905
EAST 37 STREET,0.0011061946902654,40.7473771,-73.9760197
RALPH AVENUE,0.0007374631268436,40.6788802,-73.9216651
EAST 78 STREET,0.0003687315634218,40.7700538,-73.9493699
EAST 79 STREET,0.0003687315634218,40.7713454,-73.9503085
MIDWOOD ST,0.0003687315634218,40.6601788,-73.9495753
RUTLAND RD,0.0003687315634218,40.6606155,-73.9311937
FULTON STREET,0.0007374631268436,40.7101857,-74.0076638
BAINBRIDGE STREET,0.0003687315634218,40.6805467,-73.9347239
CHAUNCEY STREET,0.0003687315634218,40.6829301,-73.9105344
FOUNTAIN AVENUE,0.0003687315634218,40.6775083,-73.8759154
LOGAN STREET,0.0003687315634218,40.676055,-73.876509
HIGHLAND BOULEVARD,0.0003687315634218,40.6815336,-73.8943809
JACKIE ROBINSON PKWY,0.0003687315634218,40.703758,-73.8553064
78 AVENUE,0.0003687315634218,40.738035100000005,-73.72907432968267
COOPER AVENUE,0.0011061946902654,40.7074415,-73.8736538
95th ST,0.0003687315634218,40.6544339,-73.8367169
96th ST,0.0003687315634218,40.7943793,-73.9719996
98th ST,0.0007374631268436,40.7448714,-73.8649346
99th ST,0.0003687315634218,40.7422791,-73.8621494
101st ST,0.0007374631268436,40.7420434,-73.8612469
102nd ST,0.0003687315634218,40.7465548,-73.8625449
COHANCY ST,0.0003687315634218,40.665199,-73.8352573
NASSAU EXPY,0.0003687315634218,40.6664379,-73.7937493
142 STREET,0.0003687315634218,40.6927316,-73.9935774
111 AVE,0.0007374631268436,40.7413853,-74.0032719036205
80 ROAD,0.0003687315634218,40.8680045,-73.9005976
UNION TURNPIKE,0.0018436578171091,40.7454151,-73.715169
102 AVENUE,0.0007374631268436,40.7240517,-73.9496485
W 232nd ST,0.0011061946902654,40.8835808,-73.9102295
LIBERTY AVENUE,0.0003687315634218,40.6744049,-73.8965126
144 PLACE,0.0003687315634218,40.9058421,-73.8455098
LLOYD ROAD,0.0003687315634218,40.6935197,-73.8079006
INWOOD STREET,0.0007374631268436,40.6799541,-73.7955745
LIVERPOOL STREET,0.0003687315634218,40.6879695,-73.7975061
101 AVE,0.0007374631268436,40.7508354,-73.97760948434279
LIBERTY AVE,0.0003687315634218,40.6744049,-73.8965126
WALTHAM STREET,0.0007374631268436,40.6949302,-73.8045766
148th ST,0.0007374631268436,40.6616409,-73.7925854
CENTER CARGO RD,0.0003687315634218,40.6575817,-73.7938044
SAGE ST,0.0003687315634218,40.6076756,-73.7454299
VIRGINIA ST,0.0003687315634218,40.605927,-73.742213
198 STREET,0.0007374631268436,40.65422815,-73.78956598399091
107 AVENUE,0.0003687315634218,41.2915798,-73.9072675
115 AVENUE,0.0007374631268436,42.7655851,-73.7038469
262nd PL,0.0003687315634218,40.6534213,-73.7255117
55th DR,0.0003687315634218,40.72648,-73.91465
56th DR,0.0003687315634218,40.6088285,-73.9138999
NORTHERN BLVD,0.0007374631268436,40.7530794,-73.9062074
SKILLMAN AVE,0.0003687315634218,40.746185,-73.9337049
37th AVE,0.0003687315634218,40.7539451,-73.8605053
CANAL STREET WEST,0.0003687315634218,40.5792069,-74.0035927
WEST 173 ST,0.0007374631268436,43.0014991,-76.1489914
SEDGWICK AVENUE,0.0003687315634218,40.8825571,-73.887063
VERMILYEA AVENUE,0.0003687315634218,40.8654073,-73.9242886
ACADEMY STREET,0.0003687315634218,40.864403,-73.923767
DYCKMAN STREET,0.0003687315634218,40.8652769,-73.9277986
INDEPENDENCE AVE,0.0003687315634218,40.5737017,-74.168038
W 235th ST,0.0003687315634218,40.885658,-73.909982
W 236th ST,0.0003687315634218,40.8874849,-73.9163268
HEWITT PLACE,0.0007374631268436,40.819477,-73.899869
INTERVALE AVENUE,0.0007374631268436,40.8221585,-73.8967991
ROGERS PLACE,0.0007374631268436,40.8237575,-73.8976172
EAST MOSHOLU PARKWAY NORTH,0.0003687315634218,40.8782596,-73.8825652
MOSHOLU PARKWAY,0.0011061946902654,40.8792799,-73.8852693
58th ST,0.0003687315634218,40.6465166,-74.0248232
59th ST,0.0003687315634218,40.641362,-74.017881
EAST GUN HILL ROAD,0.0003687315634218,40.8640107,-73.8339775
NEILL AVENUE,0.0003687315634218,40.8557253,-73.8510467
LAURIE AVENUE,0.0007374631268436,40.8483639,-73.8351624
ST THERESA AVENUE,0.0007374631268436,40.849613,-73.834901
BRONX PARK EAST,0.0003687315634218,40.8489744,-73.8683841
FISH AVENUE,0.0007374631268436,40.8701435,-73.8469382
WILSON AVENUE,0.0003687315634218,40.6885422,-73.9042827
DOUGLASTON PKWY,0.0003687315634218,40.747127,-73.735417
HANFORD ST,0.0003687315634218,40.7646433,-73.7452229
136 STREET,0.0003687315634218,43.1676783,-77.6819307
138 STREET,0.0003687315634218,40.8131324,-73.929968
37 AVE,0.0003687315634218,40.7645956,-73.9163245
39 AVE,0.0003687315634218,40.7526866,-73.9329357
149 STREET,0.0003687315634218,40.7172775,-73.9951484
HARDING AVENUE,0.0014749262536873,40.822183,-73.807225
HUTCHINSON RIVER PARKWAY,0.0003687315634218,40.84964235,-73.83640393750001
53 AVE,0.0003687315634218,40.7605598,-73.9759537
58 AVE,0.0003687315634218,41.710292550000005,-73.93046415
121ST ST,0.0003687315634218,40.7005266,-73.8283178
120TH ST,0.0003687315634218,40.6684843,-73.8205189
84 AVE,0.0003687315634218,42.1491666,-75.880944024801
189 STREET,0.0007374631268436,40.725171,-74.00295
47 AVE,0.0003687315634218,40.7436831,-73.9417909
CROCHERON AVE,0.0003687315634218,40.7625282,-73.8041366
DEEPDALE AVE,0.0003687315634218,40.763681,-73.738175
RUSHMORE AVE,0.0003687315634218,40.762853,-73.741776
61 AVE,0.0003687315634218,40.7456359,-73.9030518
63 AVE,0.0003687315634218,40.764629,-73.966113
CLEVELAND PLACE,0.0003687315634218,40.72154,-73.9973627
COLUMBIA AVENUE,0.0003687315634218,40.601169,-74.071119
ST NICHOLAS AVE,0.0007374631268436,40.8241432,-73.9446885
EDGECOMBE AVE,0.0007374631268436,40.8302773,-73.9402064
ALDUS STREET,0.0003687315634218,40.823191,-73.889484
ENGLEWOOD AVENUE,0.0003687315634218,40.532418,-74.225144
SHARROTTS ROAD,0.0003687315634218,40.5371711,-74.2238646
EAST 120 ST,0.0003687315634218,40.8015168,-73.940548
THORNTON ST,0.0003687315634218,40.7006123,-73.9443101
WHIPPLE ST,0.0003687315634218,40.70075,-73.9455193
BLOOMFIELD AVENUE,0.0003687315634218,40.6130392,-74.1829511
FAHY AVE,0.0003687315634218,40.616953,-74.1632167
GRANITE STREET,0.0003687315634218,40.6822901,-73.9080428
PILLING STREET,0.0007374631268436,40.6865332,-73.9050353
CATHERINE ST,0.0003687315634218,40.629946,-74.138598
OLIVE ST,0.0003687315634218,40.713266,-73.9388432
CLOVE ROAD,0.0022123893805309,40.6139911,-74.1012626
ONEIDA AVENUE,0.0003687315634218,40.6122174,-74.1002278
BALTIC AVENUE,0.0007374631268436,40.605384,-74.089524
MARISA CIRCLE,0.0003687315634218,40.5383049,-74.2175785
WOODROW ROAD,0.0011061946902654,40.5416162,-74.2097325
7th AVE,0.0003687315634218,40.8095498,-73.9477997
14th AVE,0.0003687315634218,40.789383,-73.806668
CLAREMONT PARKWAY,0.0003687315634218,40.8394904,-73.9045399
CROTONA PARK NORTH,0.0003687315634218,40.8431968,-73.8960496
WEST MOSHOLU PARKWAY NORTH,0.0003687315634218,40.881968,-73.884692
ANNADALE ROAD,0.0003687315634218,40.5559165,-74.1761162
WATKINS AVENUE,0.0007374631268436,40.5598808,-74.1749312
WAKEMAN PLACE,0.0003687315634218,40.6402989,-74.0283691
205 STREET,0.0003687315634218,40.874811,-73.878855
FRANCIS LEWIS BLVD,0.0003687315634218,40.7135593,-73.753829
67 AVE,0.0003687315634218,40.7267968,-73.8532472
69 AVE,0.0003687315634218,40.7463474,-73.896305
33rd RD,0.0003687315634218,40.7712065,-73.7734326
35th AVE,0.0003687315634218,40.7504258,-73.8976523
116 AVE,0.0003687315634218,40.6981596,-73.7427622
ALABAMA AVE,0.0003687315634218,40.6768986,-73.8992908
WILLIAMS AVE,0.0003687315634218,40.6530013,-73.894129
97th AVE,0.0003687315634218,40.716973,-73.7373645
92nd ST,0.0003687315634218,40.655689,-73.840036
93rd ST,0.0003687315634218,40.6187527,-74.0328301
HAIGHT AVENUE,0.0003687315634218,40.849547,-73.853046
88 Street,0.0011061946902654,40.6798468,-73.8515018
Alley,0.0018436578171091,40.7414759,-73.9818987
221 PLACE,0.0003687315634218,40.7292935,-73.7401592
221 STREET,0.0003687315634218,40.7057502,-73.9376528
BEACH 7th ST,0.0003687315634218,40.5986913,-73.7422868
BEACH 9th ST,0.0003687315634218,40.6070404,-73.746346
97th ST,0.0003687315634218,40.676825,-73.8403214
197 STREET,0.0003687315634218,40.61259845,-73.95158232034781
47th AVE,0.0003687315634218,40.7505577,-73.7917086
47th RD,0.0003687315634218,40.757279,-73.761767
OLD ROCKAWAY BLVD,0.0003687315634218,40.6559341,-73.7728147
RADAR RD,0.0003687315634218,40.6594173,-73.7751247
CARPENTER AVE,0.0003687315634218,40.886608,-73.864505
WOODHULL AVE,0.0003687315634218,40.7111124,-73.7661346
LINCOLN AVE,0.0003687315634218,40.5809377,-74.1115953
SHERIDAN AVE,0.0003687315634218,40.8429273,-73.9109842
HASTINGS ST,0.0003687315634218,40.5801303,-73.9448931
GIRARD ST,0.0003687315634218,40.579992,-73.9458052
LOUISIANA AVE,0.0003687315634218,40.655202,-73.893547
MALTA ST,0.0003687315634218,40.6573667,-73.8940508
NICHOLS AVENUE,0.0003687315634218,40.6827071,-73.8681735
SNEDIKER AVENUE,0.0007374631268436,40.671069,-73.901429
BAY 26th ST,0.0003687315634218,40.6019307,-73.9986692
NELSON AVENUE,0.0003687315634218,40.544326,-74.148162
PLIMPTON AVENUE,0.0003687315634218,40.8424777,-73.9229821
30th PL,0.0003687315634218,40.7414384,-73.9370757
BERGEN RD,0.0003687315634218,40.6593234,-73.8105167
WEST 98 ST,0.0007374631268436,40.7960465,-73.971038
PARK AVENUE SOUTH,0.0007374631268436,40.7415552,-73.9854337
LEONARD ST,0.0003687315634218,40.7183249,-74.0071866
WITHERS ST,0.0003687315634218,40.7167647,-73.9510144
AVENUE I,0.0003687315634218,40.625322,-73.976127
AVENUE J,0.0003687315634218,40.625039,-73.960803
LINDEN BOULEVARD,0.0007374631268436,40.6747473,-73.8368685
CARROLL PLACE,0.0003687315634218,40.6473307,-74.0839214
FAIRFIELD AVE,0.0003687315634218,40.8838949,-73.9139465
BRYANT AVENUE,0.0007374631268436,40.8247172,-73.8886682
CROTONA PARKWAY,0.0007374631268436,40.8444871,-73.8849149
SOUTHERN BOULEVARD,0.0003687315634218,40.8101526,-73.9070982
BRUCKNER BOULEVARD,0.0007374631268436,40.8301747,-73.8375135
BRUCKNER EXPRESSWAY,0.0003687315634218,40.8248968,-73.8680779
MORRIS AVENUE,0.0007374631268436,40.840197,-73.910094
WEEKS AVENUE,0.0003687315634218,40.845168,-73.907531
MARMION AVENUE,0.0003687315634218,40.8418656,-73.8881229
PROSPECT AVENUE,0.0007374631268436,40.665414,-73.992872
LONGSTREET AVENUE,0.0003687315634218,40.821383,-73.8073473
Grand Concourse,0.0051622418879056,40.8510934,-73.9046308
Valentine Avenue,0.0003687315634218,40.8493511,-73.9008939
240 Street,0.0003687315634218,40.7179864,-74.0002146
Bronx River,0.0007374631268436,40.9357546,-73.8347706
East Gun Hill Road,0.0011061946902654,40.8640107,-73.8339775
Canal Place,0.0011061946902654,40.8135925,-73.9272946
Rider Avenue,0.0007374631268436,40.8116343,-73.928278
A J Griffin Place,0.0007374631268436,40.8167844,-73.9270566
Morris Avenue,0.0014749262536873,40.840197,-73.910094
Park Avenue,0.0018436578171091,40.7514645,-73.9779934
Adee Avenue,0.0007374631268436,40.8697,-73.8665611
Givan Avenue,0.0007374631268436,40.8775139,-73.8364539
Tillotson Avenue,0.0003687315634218,40.8821641,-73.8281083
Webster Avenue,0.0007374631268436,40.8301832,-73.9108058
Bronx River Parkway,0.0025811209439528,40.886288,-73.8666231002121
Southern Boulevard,0.0011061946902654,40.8101526,-73.9070982
Anthony Avenue,0.0014749262536873,40.846602,-73.903805
Monroe Avenue,0.0003687315634218,40.844689,-73.906665
East 138 Street,0.0007374631268436,40.7560506,-73.971832
East 135 Street,0.0003687315634218,40.76144825,-73.96959947410672
184 Street,0.0007374631268436,40.7207637,-73.9986337
